#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          
4900000         9999999999      -2055.1140      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5000000         9999999999      -2143.0123      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5100000         9999999999      -2045.9356      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5200000         9999999999      -2097.5557      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5300000         9999999999      -2081.2936      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5400000         9999999999      -2086.7056      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5500000         9999999999      -2039.8457      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5600000         9999999999      -2125.0272      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5700000         9999999999      -2069.4558      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5800000         9999999999      -2068.8297      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
5900000         9999999999      -2109.8719      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6000000         9999999999      -2042.3290      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6100000         9999999999      -2098.7808      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6200000         9999999999      -2097.5144      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6300000         9999999999      -2008.7305      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6400000         9999999999      -2098.4438      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6500000         9999999999      -2103.4192      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6600000         9999999999      -2144.3375      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6700000         9999999999      -2102.3643      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6800000         9999999999      -2013.1734      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
6900000         9999999999      -2113.0685      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7000000         9999999999      -1987.2966      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7100000         9999999999      -2073.9117      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7200000         9999999999      -2113.2196      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7300000         9999999999      -2131.9076      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7400000         9999999999      -2080.3383      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7500000         9999999999      -2131.9557      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7600000         9999999999      -2099.3283      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7700000         9999999999      -2048.0018      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7800000         9999999999      -2077.7439      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
7900000         9999999999      -2133.7544      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8000000         9999999999      -2045.8251      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8100000         9999999999      -2031.6479      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8200000         9999999999      -2062.8287      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8300000         9999999999      -2164.0351      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8400000         9999999999      -2131.4897      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8500000         9999999999      -2078.9611      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8600000         9999999999      -2110.2507      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8700000         9999999999      -2063.0624      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8800000         9999999999      -2088.4186      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
8900000         9999999999      -2141.9798      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9000000         9999999999      -2108.9966      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9100000         9999999999      -2092.8508      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9200000         9999999999      -2126.3714      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9300000         9999999999      -2055.4099      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9400000         9999999999      -2071.2912      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9500000         9999999999      -2083.9305      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9600000         9999999999      -2021.8379      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9700000         9999999999      -2111.8825      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9800000         9999999999      -2084.5769      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
9900000         9999999999      -2095.8167      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10000000        9999999999      -2057.2248      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10100000        9999999999      -2088.2825      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10200000        9999999999      -2183.2233      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10300000        9999999999      -2058.3169      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10400000        9999999999      -2057.5705      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10500000        9999999999      -2074.9989      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10600000        9999999999      -2073.1102      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10700000        9999999999      -2049.7738      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10800000        9999999999      -2067.1021      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
10900000        9999999999      -2108.9162      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11000000        9999999999      -2074.6089      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11100000        9999999999      -2094.7699      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11200000        9999999999      -2030.7948      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11300000        9999999999      -2077.3317      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11400000        9999999999      -2090.0331      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11500000        9999999999      -2033.0252      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11600000        9999999999      -2038.0699      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11700000        9999999999      -2149.0996      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11800000        9999999999      -2085.9350      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
11900000        9999999999      -1989.9912      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
