#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          
3900000         -6535.5900      -6422.9798      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4000000         -6678.8504      -6566.2402      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4100000         -6557.4749      -6444.8647      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4200000         -6597.1324      -6484.5222      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4300000         -6524.0372      -6411.4270      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4400000         -6537.1884      -6424.5782      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4500000         -6526.7530      -6414.1428      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4600000         -6640.7953      -6528.1850      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4700000         -6620.5817      -6507.9715      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4800000         -6620.6792      -6508.0690      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
4900000         -6577.9080      -6465.2978      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5000000         -6630.0897      -6517.4794      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5100000         -6589.2187      -6476.6085      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5200000         -6562.5619      -6449.9516      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5300000         -6594.2497      -6481.6395      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5400000         -6630.7973      -6518.1871      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5500000         -6488.1742      -6375.5640      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5600000         -6613.5920      -6500.9818      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5700000         -6522.5331      -6409.9229      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5800000         -6551.1646      -6438.5544      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
5900000         -6645.6140      -6533.0038      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6000000         -6583.6550      -6471.0448      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6100000         -6623.1793      -6510.5690      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6200000         -6528.0675      -6415.4572      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6300000         -6679.4977      -6566.8874      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6400000         -6694.1087      -6581.4985      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6500000         -6526.8655      -6414.2553      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6600000         -6713.7567      -6601.1465      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6700000         -6663.3671      -6550.7569      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6800000         -6638.2839      -6525.6737      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
6900000         -6695.2098      -6582.5996      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7000000         -6516.5615      -6403.9513      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7100000         -6682.0335      -6569.4232      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7200000         -6554.1076      -6441.4974      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7300000         -6526.2210      -6413.6108      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7400000         -6568.6682      -6456.0580      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7500000         -6473.4151      -6360.8048      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7600000         -6716.2885      -6603.6783      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7700000         -6630.6678      -6518.0576      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7800000         -6601.0757      -6488.4655      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
7900000         -6639.9355      -6527.3252      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8000000         -6683.0856      -6570.4754      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8100000         -6578.4793      -6465.8691      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8200000         -6568.7504      -6456.1402      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8300000         -6626.2962      -6513.6860      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8400000         -6510.1715      -6397.5612      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8500000         -6513.1028      -6400.4926      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8600000         -6522.3335      -6409.7232      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8700000         -6631.9643      -6519.3541      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8800000         -6705.6096      -6592.9994      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
8900000         -6659.6423      -6547.0321      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9000000         -6611.7627      -6499.1524      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9100000         -6613.0904      -6500.4802      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9200000         -6568.3896      -6455.7794      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9300000         -6674.4096      -6561.7994      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9400000         -6646.5438      -6533.9336      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9500000         -6600.9650      -6488.3547      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9600000         -6622.0772      -6509.4670      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9700000         -6587.6461      -6475.0359      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9800000         -6690.6891      -6578.0788      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
9900000         -6581.2430      -6468.6327      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10000000        -6485.3212      -6372.7110      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10100000        -6625.9095      -6513.2992      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10200000        -6644.8746      -6532.2644      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10300000        -6546.6074      -6433.9971      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10400000        -6605.8935      -6493.2833      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10500000        -6694.8653      -6582.2551      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10600000        -6596.1937      -6483.5835      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10700000        -6632.2058      -6519.5955      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10800000        -6469.3771      -6356.7668      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
10900000        -6677.4880      -6564.8777      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11000000        -6570.8977      -6458.2874      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11100000        -6608.3850      -6495.7748      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11200000        -6675.8261      -6563.2158      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11300000        -6648.1594      -6535.5492      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11400000        -6510.2944      -6397.6841      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11500000        -6674.9453      -6562.3351      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11600000        -6451.6466      -6339.0364      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11700000        -6575.6760      -6463.0658      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11800000        -6559.5568      -6446.9466      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
11900000        -6610.2874      -6497.6772      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12000000        -6477.6456      -6365.0354      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12100000        -6602.3459      -6489.7357      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12200000        -6677.4312      -6564.8210      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12300000        -6577.3342      -6464.7239      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12400000        -6545.4660      -6432.8558      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12500000        -6749.6645      -6637.0542      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12600000        -6401.4693      -6288.8590      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12700000        -6623.1253      -6510.5150      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12800000        -6462.0447      -6349.4345      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
12900000        -6625.0447      -6512.4345      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13000000        -6599.5068      -6486.8966      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13100000        -6541.8223      -6429.2120      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13200000        -6429.4669      -6316.8567      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13300000        -6729.0073      -6616.3971      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13400000        -6575.8280      -6463.2178      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13500000        -6606.7863      -6494.1761      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13600000        -6588.2242      -6475.6139      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13700000        -6486.3538      -6373.7435      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13800000        -6540.6387      -6428.0285      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
13900000        -6579.7747      -6467.1645      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14000000        -6678.1907      -6565.5805      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14100000        -6533.5259      -6420.9156      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14200000        -6650.0462      -6537.4360      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14300000        -6579.3426      -6466.7324      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14400000        -6609.0159      -6496.4057      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14500000        -6593.2256      -6480.6154      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14600000        -6637.7274      -6525.1172      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14700000        -6482.0579      -6369.4477      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14800000        -6641.9806      -6529.3704      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
14900000        -6558.7651      -6446.1549      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15000000        -6603.8879      -6491.2776      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15100000        -6561.7575      -6449.1473      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15200000        -6626.5566      -6513.9464      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15300000        -6653.8694      -6541.2591      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15400000        -6601.2003      -6488.5901      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15500000        -6471.8548      -6359.2445      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15600000        -6708.3306      -6595.7204      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15700000        -6627.0803      -6514.4700      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15800000        -6622.0024      -6509.3922      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
15900000        -6618.1606      -6505.5504      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16000000        -6614.1999      -6501.5896      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16100000        -6625.8223      -6513.2120      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16200000        -6618.4321      -6505.8219      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16300000        -6727.6937      -6615.0835      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16400000        -6525.9223      -6413.3121      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16500000        -6533.9667      -6421.3565      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16600000        -6588.3154      -6475.7052      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16700000        -6578.6214      -6466.0112      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16800000        -6462.3762      -6349.7659      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
16900000        -6704.5829      -6591.9727      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17000000        -6589.2742      -6476.6640      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17100000        -6530.6950      -6418.0848      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17200000        -6520.8184      -6408.2081      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17300000        -6618.4967      -6505.8864      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17400000        -6652.2966      -6539.6864      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17500000        -6588.4705      -6475.8603      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17600000        -6614.3905      -6501.7802      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17700000        -6532.4777      -6419.8675      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17800000        -6548.0337      -6435.4234      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
17900000        -6553.7303      -6441.1201      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18000000        -6546.9954      -6434.3851      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18100000        -6575.0705      -6462.4602      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18200000        -6589.4948      -6476.8846      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18300000        -6589.6950      -6477.0848      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18400000        -6541.1660      -6428.5558      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18500000        -6616.1445      -6503.5343      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18600000        -6592.9536      -6480.3433      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18700000        -6582.4310      -6469.8208      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18800000        -6627.7441      -6515.1339      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
18900000        -6653.8924      -6541.2822      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19000000        -6543.9985      -6431.3883      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19100000        -6535.9158      -6423.3056      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19200000        -6641.0101      -6528.3999      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19300000        -6660.7849      -6548.1746      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19400000        -6580.7226      -6468.1123      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19500000        -6554.7353      -6442.1251      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19600000        -6619.6707      -6507.0605      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19700000        -6744.0277      -6631.4175      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19800000        -6599.6096      -6486.9993      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
19900000        -6540.1791      -6427.5689      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
20000000        -6587.8570      -6475.2467      -112.6102       0.0000          0.0000          0.0000          0.0000          0.0000          157.0000        0.0000          42875.0000      
